Feature Type,Window Size,Step Size,Components Slow,Mixtures Slow,Components Fast,Mixtures Fast,Covariance Type,Mean Accuracy,Standard Deviation,Max Accuracy,Min Accuracy,True Positives,False Positives,True Negatives,False Negatives,Precision,Recall,F1 Score
Relevant Features,3s,3s,2,3,2,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,3,2,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,3,2,3,full,,,,,,,,,,,
Relevant Features,3s,3s,2,3,2,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,3,2,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,3,2,4,full,,,,,,,,,,,
Relevant Features,3s,3s,2,3,2,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,3,2,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,3,3,1,full,,,,,,,,,,,
Relevant Features,3s,3s,2,3,3,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,3,3,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,3,3,2,full,,,,,,,,,,,
Relevant Features,3s,3s,2,3,3,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,3,3,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,3,3,3,full,,,,,,,,,,,
Relevant Features,3s,3s,2,3,3,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,3,3,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,3,3,4,full,,,,,,,,,,,
Relevant Features,3s,3s,2,3,3,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,3,3,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,3,4,1,full,,,,,,,,,,,
Relevant Features,3s,3s,2,3,4,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,3,4,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,3,4,2,full,,,,,,,,,,,
Relevant Features,3s,3s,2,3,4,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,3,4,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,3,4,3,full,,,,,,,,,,,
Relevant Features,3s,3s,2,3,4,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,3,4,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,3,4,4,full,,,,,,,,,,,
Relevant Features,3s,3s,2,3,4,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,3,4,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,1,1,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,1,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,1,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,1,2,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,1,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,1,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,1,3,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,1,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,1,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,1,4,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,1,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,1,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,2,1,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,2,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,2,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,2,2,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,2,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,2,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,2,3,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,2,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,2,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,2,4,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,2,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,2,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,3,1,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,3,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,3,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,3,2,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,3,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,3,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,3,3,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,3,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,3,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,3,4,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,3,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,3,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,4,1,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,4,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,4,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,4,2,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,4,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,4,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,4,3,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,4,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,4,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,2,4,4,4,full,,,,,,,,,,,
Relevant Features,3s,3s,2,4,4,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,2,4,4,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,1,1,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,1,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,1,1,spherical,0.51,0.0242361608563641,0.59375,0.4479166666666667,30.0,66.0,84.0,12.0,0.3125,0.7142857142857143,0.4347826086956521
Relevant Features,3s,3s,3,1,1,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,1,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,1,2,spherical,0.5222395833333333,0.0345941169808899,0.6041666666666666,0.4375,51.0,45.0,65.0,31.0,0.53125,0.6219512195121951,0.5730337078651685
Relevant Features,3s,3s,3,1,1,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,1,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,1,3,spherical,0.5072916666666667,0.0363913074365904,0.59375,0.4270833333333333,69.0,27.0,45.0,51.0,0.71875,0.575,0.6388888888888888
Relevant Features,3s,3s,3,1,1,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,1,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,1,4,spherical,0.5157291666666667,0.0293980775188711,0.5989583333333334,0.4270833333333333,73.0,23.0,42.0,54.0,0.7604166666666666,0.5748031496062992,0.6547085201793722
Relevant Features,3s,3s,3,1,2,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,2,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,2,1,spherical,0.5189583333333334,0.0299333750927696,0.6197916666666666,0.4479166666666667,54.0,42.0,65.0,31.0,0.5625,0.6352941176470588,0.5966850828729281
Relevant Features,3s,3s,3,1,2,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,2,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,2,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,1,2,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,2,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,2,3,spherical,0.5119791666666668,0.0314015422812142,0.6041666666666666,0.4375,76.0,20.0,40.0,56.0,0.7916666666666666,0.5757575757575758,0.6666666666666667
Relevant Features,3s,3s,3,1,2,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,2,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,2,4,spherical,0.5026041666666666,0.027208245597102,0.5625,0.4270833333333333,79.0,17.0,29.0,67.0,0.8229166666666666,0.541095890410959,0.6528925619834711
Relevant Features,3s,3s,3,1,3,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,3,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,3,1,spherical,0.5104166666666667,0.0313020400027431,0.5677083333333334,0.40625,52.0,44.0,57.0,39.0,0.5416666666666666,0.5714285714285714,0.5561497326203207
Relevant Features,3s,3s,3,1,3,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,3,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,3,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,1,3,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,3,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,3,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,1,3,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,3,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,3,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,1,4,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,4,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,4,1,spherical,0.51625,0.0284537118014113,0.5729166666666666,0.40625,76.0,20.0,34.0,62.0,0.7916666666666666,0.5507246376811594,0.6495726495726495
Relevant Features,3s,3s,3,1,4,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,4,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,4,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,1,4,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,4,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,4,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,1,4,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,1,4,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,1,4,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,1,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,1,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,1,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,1,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,1,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,1,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,1,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,1,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,1,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,1,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,1,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,1,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,2,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,2,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,2,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,2,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,2,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,2,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,2,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,2,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,2,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,2,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,2,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,2,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,3,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,3,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,3,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,3,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,3,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,3,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,3,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,3,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,3,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,3,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,3,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,3,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,4,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,4,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,4,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,4,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,4,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,4,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,4,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,4,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,4,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,2,4,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,2,4,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,2,4,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,1,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,1,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,1,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,1,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,1,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,1,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,1,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,1,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,1,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,1,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,1,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,1,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,2,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,2,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,2,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,2,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,2,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,2,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,2,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,2,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,2,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,2,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,2,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,2,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,3,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,3,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,3,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,3,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,3,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,3,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,3,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,3,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,3,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,3,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,3,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,3,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,4,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,4,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,4,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,4,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,4,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,4,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,4,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,4,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,4,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,3,4,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,3,4,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,3,4,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,1,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,1,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,1,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,1,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,1,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,1,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,1,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,1,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,1,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,1,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,1,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,1,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,2,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,2,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,2,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,2,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,2,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,2,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,2,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,2,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,2,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,2,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,2,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,2,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,3,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,3,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,3,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,3,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,3,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,3,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,3,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,3,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,3,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,3,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,3,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,3,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,4,1,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,4,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,4,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,4,2,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,4,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,4,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,4,3,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,4,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,4,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,3,4,4,4,full,,,,,,,,,,,
Relevant Features,3s,3s,3,4,4,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,3,4,4,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,1,1,1,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,1,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,1,1,spherical,0.5028125,0.015245744510992,0.5416666666666666,0.4635416666666667,11.0,85.0,93.0,3.0,0.1145833333333333,0.7857142857142857,0.1999999999999999
Relevant Features,3s,3s,4,1,1,2,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,1,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,1,2,spherical,0.5074479166666667,0.0228366857142126,0.5572916666666666,0.4427083333333333,29.0,67.0,78.0,18.0,0.3020833333333333,0.6170212765957447,0.4055944055944055
Relevant Features,3s,3s,4,1,1,3,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,1,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,1,3,spherical,0.4923958333333333,0.0333041864756603,0.578125,0.4114583333333333,51.0,45.0,60.0,36.0,0.53125,0.5862068965517241,0.5573770491803278
Relevant Features,3s,3s,4,1,1,4,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,1,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,1,4,spherical,0.5032291666666667,0.0288560468701487,0.578125,0.40625,40.0,56.0,71.0,25.0,0.4166666666666667,0.6153846153846154,0.4968944099378882
Relevant Features,3s,3s,4,1,2,1,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,2,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,2,1,spherical,0.5078124999999999,0.025124473114984,0.578125,0.4427083333333333,34.0,62.0,77.0,19.0,0.3541666666666667,0.6415094339622641,0.4563758389261745
Relevant Features,3s,3s,4,1,2,2,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,2,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,2,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,1,2,3,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,2,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,2,3,spherical,0.5103125,0.0318516731092906,0.59375,0.421875,66.0,30.0,48.0,48.0,0.6875,0.5789473684210527,0.6285714285714286
Relevant Features,3s,3s,4,1,2,4,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,2,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,2,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,1,3,1,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,3,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,3,1,spherical,0.4996354166666668,0.0334491396537547,0.6145833333333334,0.390625,55.0,41.0,63.0,33.0,0.5729166666666666,0.625,0.5978260869565217
Relevant Features,3s,3s,4,1,3,2,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,3,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,3,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,1,3,3,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,3,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,3,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,1,3,4,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,3,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,3,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,1,4,1,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,4,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,4,1,spherical,0.5069270833333333,0.0372754780387969,0.5989583333333334,0.3958333333333333,53.0,43.0,62.0,34.0,0.5520833333333334,0.6091954022988506,0.5792349726775957
Relevant Features,3s,3s,4,1,4,2,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,4,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,4,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,1,4,3,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,4,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,4,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,1,4,4,full,,,,,,,,,,,
Relevant Features,3s,3s,4,1,4,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,1,4,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,1,1,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,1,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,1,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,1,2,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,1,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,1,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,1,3,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,1,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,1,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,1,4,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,1,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,1,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,2,1,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,2,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,2,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,2,2,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,2,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,2,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,2,3,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,2,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,2,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,2,4,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,2,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,2,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,3,1,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,3,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,3,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,3,2,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,3,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,3,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,3,3,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,3,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,3,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,3,4,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,3,4,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,3,4,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,4,1,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,4,1,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,4,1,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,4,2,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,4,2,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,4,2,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,4,3,full,,,,,,,,,,,
Relevant Features,3s,3s,4,2,4,3,diag,,,,,,,,,,,
Relevant Features,3s,3s,4,2,4,3,spherical,,,,,,,,,,,
Relevant Features,3s,3s,4,2,4,4,full,,,,,,,,,,,
